,Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
72,1/29/2019,151270,1.0,24.0,0,36,Silver,1.0,2,1.0,1663.72
73,1/30/2019,151271,,48.0,0,33,Basic,3.0,1,1.0,828.41
74,1/30/2019,151272,0.0,69.0,1,42,Missing,1.0,1,,489.47
75,1/30/2019,151273,0.0,73.0,0,1,Platinum,2.0,0,0.0,1364.31
76,1/30/2019,151274,1.0,50.0,1,35,Missing,0.0,1,1.0,2943.46
77,1/30/2019,151275,1.0,28.0,1,6,Basic,3.0,1,1.0,2768.15
78,1/31/2019,151276,0.0,49.0,0,44,Basic,1.0,0,1.0,2439.65
79,1/31/2019,151277,0.0,70.0,0,34,Silver,1.0,2,1.0,574.1
80,2/1/2019,151278,0.0,61.0,1,35,Basic,2.0,1,0.0,206.79
81,2/2/2019,151279,0.0,21.0,0,36,Basic,2.0,2,0.0,
82,2/2/2019,151280,1.0,34.0,1,12,Silver,1.0,0,1.0,1933.66
83,2/2/2019,151281,0.0,58.0,0,27,Gold,1.0,1,0.0,2640.72
84,2/2/2019,151282,1.0,70.0,1,29,Basic,1.0,0,0.0,2969.24
85,2/2/2019,151283,0.0,48.0,0,17,Silver,0.0,2,0.0,1144.28
86,2/3/2019,151284,0.0,43.0,0,20,Platinum,2.0,2,1.0,
87,2/3/2019,151285,0.0,51.0,0,13,Platinum,1.0,0,1.0,2722.37
88,2/3/2019,151286,1.0,45.0,1,31,Basic,0.0,2,0.0,2823.89
89,2/4/2019,151287,0.0,45.0,1,31,Silver,1.0,0,0.0,1955.43
90,2/4/2019,151288,1.0,60.0,0,38,Silver,0.0,1,1.0,841.26
91,2/5/2019,151289,0.0,41.0,1,8,Basic,2.0,1,1.0,
92,2/5/2019,151290,0.0,51.0,1,3,Platinum,1.0,1,1.0,2547.96
93,2/5/2019,151291,0.0,15.0,1,45,Basic,3.0,1,1.0,2922.97
94,2/5/2019,151292,1.0,55.0,0,21,Basic,0.0,0,0.0,803.5
95,2/6/2019,151293,1.0,75.0,0,19,Basic,0.0,1,1.0,1612.63
96,2/6/2019,151294,0.0,77.0,1,26,Platinum,0.0,0,1.0,1608.27
97,2/6/2019,151295,0.0,22.0,0,15,Missing,1.0,1,0.0,2061.14
98,2/6/2019,151296,0.0,33.0,0,45,Platinum,0.0,0,0.0,2989.33
99,2/7/2019,151298,0.0,45.0,0,24,Platinum,1.0,2,1.0,929.89
100,2/8/2019,151299,1.0,33.0,1,2,Silver,1.0,0,0.0,2560.26
101,2/8/2019,151301,0.0,53.0,1,5,Basic,2.0,2,1.0,1888.69
102,2/8/2019,151302,0.0,70.0,0,28,Missing,0.0,1,1.0,685.49
103,2/8/2019,151303,1.0,16.0,0,26,Basic,1.0,0,1.0,1264.73
104,2/7/2019,151298,0.0,45.0,0,24,Platinum,1.0,2,1.0,929.89
105,2/8/2019,151299,1.0,33.0,1,2,Silver,1.0,0,0.0,2560.26
106,2/8/2019,151301,0.0,53.0,1,5,Basic,2.0,2,1.0,1888.69
107,2/8/2019,151302,0.0,70.0,0,28,Missing,0.0,1,1.0,685.49
108,2/8/2019,151303,1.0,16.0,0,26,Basic,1.0,0,1.0,1264.73
109,2/10/2019,151304,1.0,50.0,0,25,Basic,1.0,1,1.0,
110,2/10/2019,151305,0.0,25.0,0,49,Silver,1.0,2,1.0,309.82
111,2/10/2019,151306,0.0,76.0,1,34,Basic,2.0,0,1.0,1331.62
112,2/11/2019,151307,0.0,43.0,0,49,Basic,0.0,1,1.0,914.94
113,2/11/2019,151308,0.0,32.0,1,36,Basic,1.0,0,1.0,2922.53
114,2/11/2019,151309,1.0,43.0,0,41,Silver,2.0,0,0.0,2434.81
115,2/12/2019,151310,0.0,19.0,1,17,Platinum,1.0,1,0.0,1711.6
116,2/12/2019,151311,0.0,41.0,0,43,Basic,2.0,2,0.0,1178.02
117,2/12/2019,151312,1.0,32.0,0,8,Silver,0.0,0,1.0,15.37
118,2/12/2019,151313,1.0,76.0,1,21,Silver,3.0,0,1.0,764.34
119,2/12/2019,151314,0.0,55.0,0,15,Platinum,0.0,0,1.0,329.18
120,2/13/2019,151316,1.0,56.0,1,45,Platinum,2.0,0,1.0,46.72
121,2/13/2019,151317,1.0,74.0,1,6,Basic,1.0,2,1.0,560.13
122,2/13/2019,151318,0.0,34.0,0,16,Platinum,1.0,2,1.0,
123,2/14/2019,151320,0.0,31.0,0,46,Missing,2.0,1,1.0,2508.55
124,2/14/2019,151321,0.0,69.0,1,25,Basic,2.0,0,1.0,2906.08
125,2/15/2019,151322,1.0,52.0,1,21,Gold,3.0,0,1.0,1093.33
126,2/15/2019,151323,0.0,15.0,0,1,Basic,2.0,2,0.0,1408.1
127,2/16/2019,151324,1.0,74.0,1,48,Basic,1.0,1,0.0,490.37
128,2/16/2019,151325,0.0,68.0,1,38,Basic,0.0,0,1.0,
129,2/17/2019,151326,1.0,24.0,0,17,Missing,0.0,2,0.0,1204.03
130,2/17/2019,151327,0.0,77.0,1,15,Platinum,2.0,0,0.0,200.58
131,2/18/2019,151328,0.0,16.0,0,9,Basic,1.0,0,0.0,1253.32
132,2/19/2019,151329,0.0,33.0,1,16,Basic,0.0,1,0.0,1486.32
133,2/19/2019,151330,1.0,26.0,0,11,Basic,3.0,0,0.0,1461.49
134,2/20/2019,151331,1.0,28.0,1,47,Platinum,1.0,1,1.0,1893.16
135,2/20/2019,151332,0.0,49.0,0,26,Basic,0.0,0,1.0,1321.7
136,2/20/2019,151333,1.0,52.0,0,30,Basic,1.0,2,0.0,861.26
137,2/21/2019,151334,1.0,18.0,1,0,Silver,0.0,2,0.0,459.47
138,2/21/2019,151335,1.0,71.0,1,36,Basic,1.0,0,0.0,685.01
139,2/21/2019,151336,1.0,22.0,0,30,Gold,1.0,0,0.0,1862.93
140,2/21/2019,151337,0.0,54.0,0,21,Basic,3.0,0,1.0,2831.72
141,2/21/2019,151338,0.0,77.0,0,25,Basic,1.0,2,1.0,875.44
142,2/21/2019,151339,1.0,59.0,0,34,Basic,0.0,2,1.0,435.79
143,2/22/2019,151340,1.0,61.0,0,4,Basic,2.0,0,1.0,670.59
144,2/23/2019,151341,0.0,45.0,0,25,Basic,0.0,0,0.0,2497.39
145,2/23/2019,151342,1.0,39.0,0,37,Silver,1.0,2,1.0,93.11
146,2/24/2019,151343,1.0,16.0,0,35,Gold,0.0,1,1.0,2497.12
147,2/25/2019,151344,0.0,28.0,1,33,Silver,0.0,1,1.0,1733.65
148,2/26/2019,151345,1.0,25.0,0,47,Basic,0.0,0,1.0,2746.61
149,2/26/2019,151346,0.0,42.0,0,3,Silver,0.0,1,1.0,2789.59
150,2/26/2019,151347,0.0,28.0,0,4,Basic,0.0,0,1.0,1287.31
151,2/27/2019,151348,1.0,63.0,0,2,Gold,0.0,0,1.0,1747.91
152,2/28/2019,151349,1.0,46.0,1,38,Platinum,1.0,0,,214.92
153,2/28/2019,151350,0.0,78.0,1,21,Basic,0.0,0,0.0,2555.05
154,3/1/2019,151351,0.0,75.0,0,35,Basic,2.0,2,1.0,1319.12
155,3/1/2019,151352,0.0,64.0,0,31,Basic,0.0,0,1.0,1581.77
156,3/2/2019,151353,0.0,28.0,1,44,Silver,1.0,2,1.0,2422.79
157,3/2/2019,151354,0.0,42.0,1,12,Silver,0.0,1,1.0,971.01
158,3/2/2019,151355,0.0,66.0,0,9,Basic,0.0,0,1.0,783.89
159,3/3/2019,151357,1.0,15.0,0,8,Gold,0.0,2,1.0,1790.9
160,3/3/2019,151358,1.0,76.0,0,9,Missing,1.0,2,1.0,1832.59
161,3/4/2019,151359,0.0,53.0,0,27,Platinum,2.0,0,0.0,71.73
162,3/4/2019,151360,1.0,39.0,0,11,Basic,0.0,0,1.0,2486.94
163,3/4/2019,151361,0.0,58.0,0,32,Silver,0.0,0,1.0,520.69
164,3/5/2019,151362,0.0,30.0,0,29,Gold,0.0,1,1.0,918.51
165,3/5/2019,151363,0.0,17.0,1,47,Basic,2.0,0,1.0,1070.97
166,3/5/2019,151364,,40.0,0,5,Missing,2.0,0,1.0,1089.97
167,3/6/2019,151365,0.0,20.0,0,9,Silver,2.0,0,1.0,1618.44
168,3/6/2019,151367,0.0,36.0,1,14,Basic,,0,1.0,677.36
169,3/7/2019,151368,0.0,20.0,0,31,Basic,1.0,0,,2694.2
170,3/7/2019,151369,0.0,20.0,1,22,Basic,0.0,0,0.0,922.31
171,3/7/2019,151370,0.0,30.0,0,19,Platinum,1.0,0,1.0,350.68
172,3/7/2019,151371,1.0,40.0,0,38,Silver,1.0,1,1.0,1152.11
173,3/7/2019,151372,1.0,45.0,1,34,Basic,0.0,2,1.0,1742.52
174,3/8/2019,151373,0.0,17.0,1,10,Silver,0.0,1,1.0,655.42
175,3/8/2019,151374,0.0,40.0,0,11,Silver,1.0,2,0.0,1977.22
176,3/9/2019,151375,0.0,47.0,0,47,Basic,1.0,2,0.0,1829.32
177,3/9/2019,151376,1.0,37.0,0,35,Basic,0.0,1,,782.67
178,3/9/2019,151377,0.0,55.0,1,4,Silver,2.0,1,1.0,
179,3/10/2019,151378,0.0,25.0,1,49,Platinum,3.0,1,1.0,2740.57
180,3/10/2019,151379,,32.0,1,3,Basic,1.0,2,1.0,215.16
181,3/10/2019,151380,0.0,17.0,0,23,Basic,3.0,1,1.0,1277.84
182,3/11/2019,151381,1.0,47.0,1,0,Basic,0.0,0,,1500.59
183,3/12/2019,151382,0.0,62.0,0,30,Platinum,0.0,1,0.0,103.59
184,3/12/2019,151383,1.0,33.0,0,7,Basic,0.0,2,1.0,1064.87
185,3/13/2019,151384,0.0,72.0,0,27,Basic,2.0,2,,89.91
186,3/13/2019,151385,1.0,43.0,0,24,Silver,0.0,1,0.0,2903.96
187,3/13/2019,151386,0.0,34.0,0,1,Missing,1.0,1,0.0,1493.1
188,3/14/2019,151387,0.0,49.0,0,35,Missing,0.0,0,0.0,2562.52
189,3/14/2019,151388,1.0,25.0,1,18,Gold,1.0,2,1.0,
190,3/14/2019,151389,0.0,19.0,0,41,Silver,1.0,0,,1003.62
191,3/14/2019,151391,0.0,15.0,0,49,Basic,0.0,0,1.0,2089.53
192,3/15/2019,151392,1.0,66.0,0,20,Silver,1.0,0,1.0,2698.5
193,3/15/2019,151393,0.0,37.0,0,2,Basic,0.0,2,1.0,
194,3/15/2019,151394,1.0,62.0,1,42,Silver,0.0,1,0.0,69.84
195,3/16/2019,151395,,67.0,1,12,Gold,0.0,1,1.0,2562.33
196,3/16/2019,151396,1.0,21.0,1,22,Platinum,1.0,0,1.0,2635.13
197,3/16/2019,151397,1.0,75.0,1,16,Platinum,3.0,1,1.0,
198,3/17/2019,151398,1.0,17.0,0,27,Silver,0.0,2,1.0,1092.95
199,3/17/2019,151399,0.0,62.0,0,20,Gold,2.0,1,1.0,
200,3/17/2019,151400,,15.0,1,18,Basic,1.0,1,1.0,1038.55
201,3/18/2019,151401,1.0,64.0,1,32,Platinum,3.0,1,1.0,2590.51
202,3/19/2019,151402,1.0,54.0,1,33,Basic,0.0,1,1.0,1659.73
203,3/20/2019,151403,0.0,45.0,1,25,Platinum,0.0,0,1.0,968.41
204,3/20/2019,151404,0.0,43.0,0,18,Silver,1.0,0,0.0,705.68
205,3/20/2019,151405,1.0,26.0,0,22,Basic,0.0,1,0.0,982.4
206,3/21/2019,151406,1.0,17.0,1,32,Basic,2.0,2,1.0,1390.46
207,3/21/2019,151407,1.0,78.0,0,11,Silver,1.0,1,0.0,378.43
208,3/21/2019,151408,0.0,65.0,0,44,Platinum,0.0,1,1.0,61.35
209,3/21/2019,151409,1.0,19.0,1,20,Basic,3.0,0,1.0,1081.9
210,3/21/2019,151410,1.0,65.0,0,26,Basic,0.0,1,1.0,
211,3/21/2019,151411,0.0,35.0,1,30,Basic,1.0,0,0.0,2878.76
212,3/22/2019,151412,0.0,41.0,0,21,Silver,0.0,0,1.0,225.14
213,3/22/2019,151413,1.0,59.0,1,24,Platinum,1.0,2,1.0,2452.97
214,3/22/2019,151414,0.0,64.0,0,44,Platinum,1.0,2,1.0,2054.68
215,3/23/2019,151415,0.0,15.0,1,31,Basic,2.0,0,1.0,1690.62
216,3/23/2019,151416,0.0,58.0,0,16,Basic,0.0,0,,931.82
217,3/23/2019,151417,1.0,62.0,0,44,Basic,0.0,1,1.0,2875.62
218,3/23/2019,151418,1.0,41.0,1,45,Basic,0.0,1,1.0,1326.62
219,3/23/2019,151419,,62.0,0,32,Silver,0.0,0,1.0,2909.85
220,3/24/2019,151420,0.0,18.0,1,8,Silver,1.0,0,1.0,2493.01
221,3/24/2019,151421,1.0,63.0,0,13,Gold,2.0,1,1.0,414.51
222,3/25/2019,151422,0.0,71.0,0,35,Gold,1.0,0,1.0,1865.09
223,3/25/2019,151423,0.0,38.0,0,26,Silver,2.0,0,0.0,
224,3/25/2019,151424,0.0,51.0,0,35,Platinum,1.0,0,1.0,1165.53
225,3/25/2019,151425,1.0,76.0,1,7,Basic,0.0,1,1.0,
226,3/25/2019,151426,0.0,78.0,1,13,Basic,0.0,0,1.0,1264.81
227,3/26/2019,151427,1.0,70.0,0,40,Platinum,0.0,0,1.0,1989.96
228,3/26/2019,151428,0.0,59.0,1,47,Basic,1.0,0,0.0,
229,3/27/2019,151429,1.0,16.0,0,11,Basic,2.0,0,1.0,387.77
230,3/28/2019,151430,0.0,18.0,1,12,Basic,3.0,0,1.0,2589.36
231,3/29/2019,151431,0.0,53.0,1,45,Platinum,1.0,0,0.0,1494.1
232,3/29/2019,151432,0.0,47.0,1,39,Silver,1.0,1,1.0,2779.66
233,3/29/2019,151434,,47.0,0,40,Platinum,1.0,2,1.0,
234,3/29/2019,151435,1.0,19.0,0,20,Gold,1.0,2,1.0,2694.54
235,3/29/2019,151436,1.0,64.0,1,23,Basic,0.0,1,0.0,2432.67
236,3/29/2019,151437,1.0,57.0,1,27,Basic,2.0,0,1.0,80.64
237,3/30/2019,151438,0.0,67.0,0,39,Basic,1.0,0,1.0,2960.41
238,3/30/2019,151439,0.0,53.0,0,28,Basic,1.0,2,0.0,2600.69
239,3/30/2019,151440,0.0,68.0,0,34,Basic,0.0,0,1.0,550.44
240,3/31/2019,151441,0.0,44.0,1,45,Platinum,,0,,1226.06
241,3/31/2019,151442,0.0,78.0,0,31,Missing,0.0,0,,2959.54
242,3/31/2019,151443,0.0,76.0,1,44,Platinum,0.0,2,1.0,1672.01
243,3/31/2019,151444,0.0,60.0,1,29,Basic,2.0,1,1.0,1891.16
244,3/31/2019,151445,0.0,45.0,0,2,Basic,1.0,1,1.0,1692.07
245,4/1/2019,151446,1.0,54.0,1,47,Gold,2.0,0,1.0,485.43
246,4/1/2019,151447,0.0,57.0,1,9,Basic,3.0,0,1.0,625.29
247,4/1/2019,151448,1.0,48.0,1,48,Basic,2.0,0,1.0,1471.54
248,4/2/2019,151449,,62.0,0,30,Gold,2.0,0,0.0,1200.69
249,4/2/2019,151450,1.0,27.0,1,4,Basic,0.0,0,1.0,1929.33
250,4/2/2019,151451,0.0,66.0,0,46,Missing,1.0,0,1.0,
251,4/2/2019,151452,1.0,57.0,0,42,Silver,0.0,0,1.0,2670.72
252,4/2/2019,151453,0.0,46.0,0,37,Basic,0.0,1,1.0,
253,4/3/2019,151454,1.0,34.0,0,42,Basic,2.0,1,0.0,1901.16
254,4/4/2019,151455,0.0,48.0,0,1,Gold,1.0,1,0.0,1728.06
255,4/4/2019,151456,0.0,,0,30,Basic,3.0,1,1.0,2863.62
256,4/4/2019,151457,0.0,49.0,1,10,Basic,1.0,0,1.0,1822.31
257,4/4/2019,151458,0.0,77.0,1,2,Basic,2.0,1,0.0,711.52
258,4/5/2019,151459,1.0,58.0,0,4,Platinum,1.0,1,0.0,
259,4/5/2019,151460,1.0,28.0,0,17,Platinum,1.0,0,0.0,
260,4/6/2019,151461,0.0,15.0,0,2,Basic,2.0,0,1.0,198.48
261,4/6/2019,151462,0.0,58.0,0,23,Basic,1.0,0,1.0,418.28
262,4/6/2019,151463,1.0,27.0,1,36,Silver,1.0,0,0.0,913.81
263,4/7/2019,151464,0.0,64.0,0,20,Gold,2.0,0,0.0,
264,4/7/2019,151465,0.0,36.0,0,42,Platinum,0.0,1,0.0,1608.01
265,4/7/2019,151466,1.0,43.0,0,25,Basic,3.0,0,1.0,2681.13
266,4/7/2019,151467,0.0,,0,27,Basic,2.0,1,1.0,2414.29
267,4/7/2019,151468,0.0,59.0,0,14,Gold,0.0,0,0.0,2410.23
268,4/8/2019,151469,0.0,73.0,0,42,Basic,1.0,0,1.0,63.2
269,4/8/2019,151471,0.0,51.0,0,40,Silver,1.0,0,1.0,2558.27
270,4/8/2019,151472,0.0,51.0,0,44,Basic,2.0,2,1.0,603.47
271,4/9/2019,151473,0.0,45.0,1,5,Silver,0.0,1,0.0,2790.3
272,4/10/2019,151474,0.0,50.0,0,39,Platinum,0.0,0,1.0,801.07
273,4/10/2019,151475,0.0,56.0,0,49,Basic,0.0,0,1.0,250.81
274,4/10/2019,151476,0.0,74.0,0,8,Basic,1.0,2,1.0,2076.39
275,4/10/2019,151477,0.0,49.0,0,35,Platinum,1.0,0,,2692.4
276,4/10/2019,151478,1.0,22.0,1,37,Basic,0.0,0,1.0,2928.57
277,4/11/2019,151479,0.0,71.0,1,44,Platinum,0.0,0,1.0,1707.96
278,4/11/2019,151480,1.0,59.0,0,23,Basic,2.0,1,1.0,2501.05
279,4/11/2019,151481,0.0,46.0,0,35,Basic,0.0,1,1.0,1757.27
280,4/11/2019,151482,1.0,47.0,1,9,Platinum,1.0,0,1.0,1994.46
281,4/11/2019,151483,0.0,,1,13,Silver,1.0,0,0.0,1925.0
282,4/11/2019,151484,1.0,56.0,1,8,Missing,1.0,2,1.0,1600.96
283,4/12/2019,151485,0.0,55.0,0,2,Basic,2.0,2,1.0,2773.68
284,4/12/2019,151486,1.0,43.0,1,26,Silver,2.0,0,1.0,2749.66
285,4/12/2019,151487,1.0,61.0,0,20,Gold,0.0,2,1.0,
286,4/13/2019,151488,0.0,37.0,1,2,Silver,1.0,2,1.0,1733.91
287,4/13/2019,151489,1.0,39.0,1,23,Silver,,1,0.0,329.2
288,4/13/2019,151490,0.0,73.0,0,48,Basic,3.0,0,1.0,2787.95
289,4/14/2019,151491,1.0,48.0,0,4,Platinum,1.0,0,1.0,910.97
290,4/14/2019,151492,0.0,78.0,1,36,Silver,1.0,0,0.0,7.44
291,4/14/2019,151493,1.0,53.0,1,5,Basic,0.0,1,1.0,1342.22
292,4/15/2019,151494,1.0,46.0,0,43,Missing,0.0,2,1.0,
293,4/15/2019,151495,0.0,55.0,0,33,Basic,0.0,0,1.0,2084.64
294,4/16/2019,151496,0.0,63.0,1,10,Silver,1.0,0,0.0,945.7
295,4/16/2019,151497,0.0,15.0,1,40,Missing,0.0,0,0.0,1380.2
296,4/17/2019,151498,1.0,57.0,1,16,Basic,3.0,0,0.0,663.43
297,4/17/2019,151499,0.0,50.0,0,13,Basic,2.0,1,,1394.19
298,4/17/2019,151500,,37.0,1,24,Silver,0.0,0,0.0,638.49
299,4/17/2019,151501,1.0,28.0,1,1,Platinum,0.0,0,0.0,1834.95
300,4/17/2019,151502,1.0,18.0,0,2,Basic,3.0,1,1.0,1835.84
301,4/17/2019,151503,0.0,35.0,1,12,Gold,1.0,1,1.0,1884.42
302,4/18/2019,151504,0.0,70.0,0,27,Basic,0.0,0,1.0,1176.71
303,4/19/2019,151505,0.0,50.0,0,44,Basic,0.0,0,0.0,53.82
304,4/19/2019,151506,0.0,54.0,0,18,Platinum,1.0,0,0.0,982.39
305,4/19/2019,151507,0.0,48.0,0,16,Basic,1.0,0,1.0,1690.7
306,4/20/2019,151508,0.0,68.0,0,49,Basic,1.0,0,0.0,
307,4/20/2019,151509,0.0,30.0,0,21,Platinum,0.0,0,1.0,2703.18
308,4/20/2019,151510,0.0,38.0,0,42,Basic,0.0,0,0.0,281.95
309,4/20/2019,151511,1.0,32.0,0,10,Basic,2.0,2,1.0,338.98
310,4/21/2019,151512,1.0,67.0,0,37,Silver,1.0,0,0.0,883.97
311,4/21/2019,151513,0.0,58.0,0,44,Silver,0.0,0,1.0,2861.87
312,4/21/2019,151515,1.0,42.0,1,34,Basic,1.0,2,1.0,421.83
313,4/21/2019,151516,1.0,62.0,0,1,Basic,0.0,2,1.0,588.88
314,4/21/2019,151517,1.0,54.0,1,31,Platinum,0.0,2,0.0,2463.7
315,4/21/2019,151518,1.0,66.0,1,6,Silver,1.0,0,0.0,639.44
316,4/21/2019,151519,0.0,43.0,1,35,Basic,1.0,0,0.0,52.2
317,4/22/2019,151520,0.0,37.0,0,36,Gold,0.0,0,0.0,
318,4/22/2019,151521,,40.0,0,8,Gold,0.0,1,0.0,2092.27
319,4/22/2019,151522,1.0,54.0,1,40,Silver,3.0,0,1.0,
320,4/22/2019,151523,0.0,42.0,0,21,Basic,0.0,2,1.0,2969.97
321,4/22/2019,151524,1.0,70.0,0,15,Basic,2.0,0,0.0,492.4
322,4/23/2019,151525,0.0,42.0,0,37,Basic,1.0,0,1.0,131.92
323,4/23/2019,151526,1.0,22.0,0,28,Silver,0.0,2,1.0,2621.53
324,4/24/2019,151527,0.0,17.0,0,16,Basic,0.0,1,0.0,2062.18
325,4/25/2019,151528,1.0,,1,42,Basic,1.0,1,0.0,930.13
326,4/25/2019,151529,1.0,54.0,0,8,Missing,0.0,1,1.0,877.61
327,4/25/2019,151530,0.0,55.0,0,4,Basic,0.0,0,0.0,2491.79
328,4/26/2019,151531,0.0,30.0,0,32,Missing,2.0,1,1.0,2660.45
